State,Date,Retail_and_recreation_percent_change_from_baseline,Grocery_and_pharmacy_percent_change_from_baseline,Parks_percent_change_from_baseline,Workplaces_percent_change_from_baseline,Transit_stations_percent_change_from_baseline,Residential_percent_change_from_baseline
North Carolina,11-Aug,-2.169014085,4.453333333,53.88888889,-26.93939394,-10.43333333,6.357142857
North Carolina,12-Aug,-1.216216216,3.666666667,38.52380952,-27.61616162,-11.3,6.814285714
North Carolina,13-Aug,-2.921052632,3.426666667,33.625,-27.41414141,-9.566666667,7.214285714
North Carolina,14-Aug,-5.435897436,1.428571429,64.36842105,-27.12121212,-11.16666667,6.927536232
North Carolina,15-Aug,-6.461538462,2.376811594,28.35714286,-11.15555556,-8.555555556,3.666666667
North Carolina,16-Aug,-1.271428571,2.621212121,44.6,-13.69662921,-2.12,2.513513514
North Carolina,17-Aug,-10.11111111,-2.384615385,34,-29.90909091,-36,6.042857143
North Carolina,18-Aug,-10.5862069,-2.37037037,52.5,-27.8,-37.4,6.3
North Carolina,19-Aug,-11.93333333,-4.269230769,17.33333333,-28.91071429,-38.2,7.111111111
North Carolina,20-Aug,-11.96774194,-4,25.33333333,-28.53703704,-36.6,6.857142857
North Carolina,21-Aug,-13.23684211,-3.9,27,-28.88461538,-36.2,7.608695652
North Carolina,22-Aug,-12.83783784,-0.931034483,57,-11.125,-31.25,2.051282051
North Carolina,23-Aug,-13.14285714,-2.76,26.33333333,-16.15,-33.5,2.405405405
North Carolina,24-Aug,-12.48275862,-3.846153846,34.66666667,-28.05769231,-37,6.385714286
North Carolina,25-Aug,-11.96551724,-3.259259259,45.33333333,-27.69090909,-37.8,6.528571429
North Carolina,26-Aug,-11.36666667,-2.615384615,32.66666667,-27.07142857,-37.4,6.605633803
North Carolina,27-Aug,-12.61290323,-3.740740741,28.66666667,-27.24074074,-36.8,6.7
North Carolina,28-Aug,-12.37837838,-3.2,50.5,-26.82692308,-35.4,6.231884058
North Carolina,29-Aug,-13.89189189,-2.172413793,30.33333333,-12.58333333,-34.5,2.846153846
North Carolina,30-Aug,-11.78571429,-2.64,34,-15.9,-33.25,1.783783784
North Carolina,31-Aug,-12.5,-4.653846154,13,-27.71153846,-38.4,6.442857143
North Carolina,1-Sep,-8.481481481,0,43,-27.31481481,-35.6,6.071428571
North Carolina,2-Sep,-9.896551724,-3.076923077,25.33333333,-27.72727273,-35.6,6.253521127
North Carolina,3-Sep,-6.903225806,1.851851852,23.66666667,-27.53703704,-30.6,5.295774648
North Carolina,4-Sep,-6.837837838,2.827586207,53,-29.53846154,-29.8,4.927536232
North Carolina,5-Sep,-9.833333333,1.178571429,77.66666667,-15.68,-27.5,0.384615385
North Carolina,6-Sep,-8.703703704,-1.869565217,57,-19.25,-34.75,0.540540541
North Carolina,7-Sep,-10.44444444,-2.074074074,134,-66.76923077,-45,13.68627451
North Carolina,8-Sep,-9.75,-1.444444444,43.66666667,-28.94545455,-31.2,5.309859155
North Carolina,9-Sep,-11.9,-3.923076923,4,-27.60714286,-34.6,6.014084507
North Carolina,10-Sep,-11.80645161,-3.555555556,27,-27.40740741,-35.6,4.577464789
North Carolina,11-Sep,-8.230769231,-1.641025641,64.95652174,-24.05050505,-14.06666667,3.913043478
North Carolina,12-Sep,-5.397435897,2.072463768,64.67857143,-9.415730337,-13.66666667,0.756097561
North Carolina,13-Sep,-3,3.779411765,60.46428571,-12.55681818,-7.48,0.864864865
North Carolina,14-Sep,-4.577464789,2.27027027,43.04761905,-21.46464646,-12.65625,3.828571429
North Carolina,15-Sep,-1.929577465,4.921052632,61.45,-21.68686869,-11.32258065,4.291666667
North Carolina,16-Sep,-2.013513514,1.364864865,46.34782609,-23.81818182,-12.4137931,4.633802817
North Carolina,17-Sep,-12.86842105,-7.586666667,-6.103448276,-25.36363636,-19.21875,9.072463768
North Carolina,18-Sep,-5.41025641,-0.597402597,49.41666667,-23.33333333,-12.53333333,5.826086957
North Carolina,19-Sep,-2.220779221,4.623188406,84,-8.179775281,-6.461538462,0.487179487
North Carolina,20-Sep,0.333333333,3.632352941,72.4137931,-11.90909091,-4.96,1.108108108
North Carolina,21-Sep,-1.887323944,2.797297297,49.28571429,-22.81818182,-11.5625,4.671428571
North Carolina,22-Sep,-4,1.12,54.19047619,-22.06060606,-13.83870968,5.253521127
North Carolina,23-Sep,-5.232876712,0.253333333,43.5,-22.48484848,-13.80645161,5.670886076
North Carolina,24-Sep,-6.328947368,0.426666667,21.03703704,-22.64646465,-12.90625,6.435897436
North Carolina,25-Sep,-10.5,-4.064935065,14.69230769,-23.17171717,-17.29032258,8.181818182
North Carolina,26-Sep,-4.038961039,4.449275362,75.73076923,-6.247191011,-11.92592593,1.151515152
North Carolina,27-Sep,-2.855072464,1.882352941,51.82758621,-10.69318182,-6.76,1.583333333
North Carolina,28-Sep,-5.028169014,1.824324324,43.9047619,-20.64646465,-13.21875,5.139240506
North Carolina,29-Sep,-9.513888889,-2.184210526,9.928571429,-21.81818182,-18.6875,7.115384615
North Carolina,30-Sep,-2.753424658,2.972972973,39.875,-22.90909091,-13.8,4.9125
North Carolina,1-Oct,-0.386666667,4.786666667,51.38461538,-20.78787879,-8.90625,3.64556962
North Carolina,2-Oct,-1.141025641,3.961538462,56.17391304,-21.25252525,-9.9,3.324675325
North Carolina,3-Oct,0.897435897,6.942028986,76.47826087,-8.146067416,-7.037037037,-0.924242424
North Carolina,4-Oct,-0.826086957,3.514705882,36.1875,-12.94318182,-5.56,0.881355932
North Carolina,5-Oct,-1.901408451,4.324324324,42.80952381,-21.71717172,-10.78125,3.392405063
North Carolina,6-Oct,-4.338028169,2.32,51.71428571,-22.06060606,-13.38709677,4.012820513
North Carolina,7-Oct,-5.178082192,1.933333333,44.66666667,-22.33333333,-14.06666667,4.592592593
North Carolina,8-Oct,-4.32,1.662162162,52.56,-21.51515152,-10.1875,5.227848101
North Carolina,9-Oct,-5.769230769,0.435897436,61.31818182,-22.07070707,-10.83870968,5.012987013
North Carolina,10-Oct,-8.474358974,-1.4,35.63333333,-8.382022472,-18.46428571,3.138461538
North Carolina,11-Oct,-13.42028986,-5.52238806,-9.325581395,-14.78409091,-15.73076923,4.627118644
North Carolina,12-Oct,-7.055555556,0.081081081,26.04545455,-24.6969697,-13.57575758,6.569620253
North Carolina,13-Oct,-5.295774648,2.693333333,51.04761905,-21.54545455,-13.25,5.41025641
North Carolina,14-Oct,-3.945205479,2.162162162,45.04166667,-21.94949495,-12.16129032,5.425
North Carolina,15-Oct,-2.635135135,4.32,51,-21.19191919,-9.366666667,4.949367089
North Carolina,16-Oct,-5.115384615,-0.128205128,48.08333333,-22.02020202,-12.33333333,6.103896104
North Carolina,17-Oct,-0.363636364,5.514285714,87.72,-7.730337079,-4.444444444,0.242424242
North Carolina,18-Oct,-0.828571429,1.835820896,56.9375,-11.55681818,-3.08,1.423728814
North Carolina,19-Oct,-3.535211268,2.418918919,45.9047619,-20.87878788,-10.78125,4.658227848
North Carolina,20-Oct,-5.647887324,0.76,47.31818182,-20.96969697,-11.96875,5.256410256
North Carolina,21-Oct,-4.767123288,1.864864865,43,-21.19191919,-12.48387097,5.24691358
North Carolina,22-Oct,-4.689189189,2.28,49.44,-20.43434343,-11.0625,5.012658228
North Carolina,23-Oct,-4.282051282,1.051282051,70.2173913,-20.94949495,-9.709677419,4.584415584
North Carolina,24-Oct,-3.012987013,3.714285714,92.96,-6.134831461,-9.25,0.03030303
North Carolina,25-Oct,-10.09859155,-3.217391304,-2.925,-14.05681818,-12.44444444,3.525423729
North Carolina,26-Oct,-4.549295775,2.351351351,35.80952381,-19.65656566,-11.5,4.582278481
North Carolina,27-Oct,-5.394366197,1.6,47.85714286,-20.06060606,-13.09375,4.858974359
North Carolina,28-Oct,-6.391891892,0.263157895,17.07142857,-21.3030303,-15.06451613,6.151898734
North Carolina,29-Oct,-5.671052632,-1.146666667,18.60714286,-23.75757576,-17.09375,6.333333333
North Carolina,30-Oct,-0.346153846,4.961038961,47.75,-21.28571429,-12.03225806,3.12987013
North Carolina,31-Oct,-1.141025641,8.342857143,65.11538462,-6,-13.37931034,-0.5
North Carolina,1-Nov,-7.507246377,-2.724637681,8.621621622,-13.17045455,-16.42857143,2.711864407
North Carolina,2-Nov,-4.563380282,1.067567568,11.76,-20.26262626,-15.28125,5.189873418
North Carolina,3-Nov,1.931506849,6.342105263,31.69565217,-21.7979798,-15.03125,5.179487179
North Carolina,4-Nov,-7.630136986,-2.526315789,16.38461538,-21.50505051,-19.93548387,6.683544304
North Carolina,5-Nov,-6.626666667,-0.186666667,24.17857143,-20.07070707,-16.03125,5.873417722
North Carolina,6-Nov,-8.230769231,-3.792207792,31.95833333,-20.01010101,-19.70967742,5.844155844
North Carolina,7-Nov,-3.58974359,0.071428571,61.69230769,-4.550561798,-17.96551724,1.075757576
North Carolina,8-Nov,-2.753623188,-0.676470588,44.42857143,-10.06818182,-15.25,1.796610169
North Carolina,9-Nov,-6.563380282,0.22972973,23.625,-19.64646465,-17.5,5.303797468
North Carolina,10-Nov,-5.402777778,1.026315789,20.23076923,-20.25252525,-18.78125,5.602564103
North Carolina,11-Nov,-8.689189189,-4.881578947,-11.33333333,-33.41414141,-24.59375,10.62337662
North Carolina,12-Nov,-19.17105263,-11.13157895,-19.90625,-23.95959596,-25.625,10.58441558
North Carolina,13-Nov,-8.179487179,-0.730769231,19.66666667,-21.21212121,-18.09677419,6.636363636
North Carolina,14-Nov,-4.897435897,-0.557142857,43.03703704,-5.325842697,-18.67857143,1.696969697
North Carolina,15-Nov,-6.536231884,-0.671641791,14.52777778,-11.75,-15.73076923,2.779661017
North Carolina,16-Nov,-6.777777778,0.189189189,13.4,-19.36363636,-18.21875,5.379746835
North Carolina,17-Nov,-7.625,1.25,12.7037037,-19.83838384,-18.6875,5.987179487
North Carolina,18-Nov,-7.675675676,0.76,2.214285714,-21.60606061,-19.51612903,6.683544304
North Carolina,19-Nov,-9.324675325,1.131578947,5.137931034,-20.49494949,-18.625,6.607594937
North Carolina,20-Nov,-10.08974359,-1.675324675,24.24,-19.92929293,-16.41935484,6.220779221
North Carolina,21-Nov,-6.897435897,3.202898551,45.53571429,-3.056179775,-12.46428571,1.492307692
North Carolina,22-Nov,-5.826086957,1.955223881,21.24324324,-8.136363636,-14.53846154,2.745762712
North Carolina,23-Nov,-1.971830986,7.917808219,12.12,-20.74747475,-17.8125,5.379746835
North Carolina,24-Nov,2.225352113,14.47297297,13.25,-22.11111111,-12.19354839,5.384615385
North Carolina,25-Nov,13.75,38,15.79310345,-32.08080808,-7.793103448,6.0625
North Carolina,26-Nov,-71.81818182,-25.55072464,1.071428571,-78.07070707,-49.17647059,21
North Carolina,27-Nov,-16.84615385,-12.45333333,40.25,-55.80808081,-36.3030303,15.30666667
North Carolina,28-Nov,-11.94871795,-6.814285714,35.22222222,-14.28888889,-18.42857143,3.861538462
North Carolina,29-Nov,-9.47826087,-5.720588235,4.184210526,-13.27272727,-3.846153846,3.372881356
North Carolina,30-Nov,-7.630136986,-0.932432432,-12.44444444,-21.76767677,-17.84375,7.405063291
North Carolina,1-Dec,-6.680555556,1.067567568,-7.793103448,-22.3030303,-18.84375,7.078947368
North Carolina,2-Dec,-7.864864865,-0.986666667,-1.892857143,-21.88888889,-20.90322581,7.576923077
North Carolina,3-Dec,-5,3.413333333,5.379310345,-20.25252525,-19.4375,6.696202532
North Carolina,4-Dec,-11.35897436,-4.298701299,7.153846154,-19.87878788,-22.90322581,7.447368421
North Carolina,5-Dec,-6.91025641,0.085714286,14.87878788,-3.494382022,-22.10344828,2.830769231
North Carolina,6-Dec,-8,-2.867647059,6.307692308,-10.20454545,-22.66666667,3.5
North Carolina,7-Dec,-10.65753425,-2.797297297,-16.70967742,-21.95959596,-25.25,7.525641026
North Carolina,8-Dec,-9.5,-1.4,-6.862068966,-20.09090909,-22.5,7.038461538
North Carolina,9-Dec,-9.594594595,-1.333333333,-3.333333333,-21.68686869,-22.09677419,7.5625
North Carolina,10-Dec,-9.25,-0.756756757,5.964285714,-20.94949495,-19.84375,7.320512821
North Carolina,11-Dec,-11.37179487,-3.207792208,15.28,-20.26262626,-22.16129032,7.454545455
North Carolina,12-Dec,-8.871794872,-0.185714286,24.33333333,-3.213483146,-22.65517241,2.938461538
North Carolina,13-Dec,-8.15942029,-0.485294118,16.87179487,-10.51136364,-21.7037037,3.644067797
North Carolina,14-Dec,-11.31506849,-3.256756757,-22.21875,-22.49494949,-25.9375,8.743589744
North Carolina,15-Dec,-4.805555556,7.131578947,-4.8,-21.27272727,-19.375,6.846153846
North Carolina,16-Dec,-19.22368421,-10.40789474,-34.64864865,-27.2020202,-29.3125,12.6025641
North Carolina,17-Dec,-7.831168831,2.824324324,-9.636363636,-22.17171717,-22.53125,8.428571429
North Carolina,18-Dec,-9.746835443,-0.923076923,-0.137931034,-21.38383838,-18.35483871,8.038961039
North Carolina,19-Dec,-7.230769231,3.76056338,3.757575758,-3.606741573,-11.85714286,2.8
North Carolina,20-Dec,-11.29577465,-3,-25.69767442,-11.13636364,-18.59259259,4.965517241
North Carolina,21-Dec,5.414285714,11.66216216,5.076923077,-27.17171717,-16.5625,6.871794872
North Carolina,22-Dec,8.694444444,16.18666667,13.8,-29.78787879,-14.03125,7.230769231
North Carolina,23-Dec,19.625,35,9.107142857,-34.24242424,-12.20689655,6.974683544
North Carolina,24-Dec,-9.27027027,32.02739726,-23.58823529,-62.32323232,-36.5,16.73684211
North Carolina,25-Dec,-87.80263158,-63.44594595,-30.03125,-82.8125,-57.67741935,26.68918919
North Carolina,26-Dec,-23.62820513,-11.21126761,-12.89189189,-26.60869565,-25.82142857,8.03125
North Carolina,27-Dec,-15.88571429,-10.44776119,1.128205128,-17.74157303,-14.59259259,5.775862069
North Carolina,28-Dec,-4.444444444,0.905405405,14.2,-38.16161616,-19.1875,11.14473684
North Carolina,29-Dec,-4.887323944,1.333333333,13.29166667,-35.85858586,-19.58064516,11.12820513
North Carolina,30-Dec,-1.166666667,7.608108108,-2.034482759,-35.86868687,-19.66666667,11.2987013
North Carolina,31-Dec,4.808219178,25.94520548,-4.71875,-42.54545455,-29.34375,12.27631579
North Dakota,15-Feb,6.875,1.5,-0.666666667,-0.545454545,3.125,-1
North Dakota,16-Feb,6.071428571,0.090909091,5,1.909090909,5.857142857,-0.75
North Dakota,17-Feb,3.266666667,-0.538461538,6,-21.61904762,1.857142857,5.625
North Dakota,18-Feb,-2.25,-2.461538462,-7.25,-0.3,4.125,1
North Dakota,19-Feb,1.25,-2.384615385,-4.666666667,2,9.857142857,0.75
North Dakota,20-Feb,3.75,1.461538462,-0.666666667,0.238095238,1.875,-0.125
North Dakota,21-Feb,0.333333333,-1.4,6.333333333,3.210526316,4.571428571,-0.5
North Dakota,22-Feb,17.125,6.333333333,25.33333333,2,6.75,-1.8
North Dakota,23-Feb,12.71428571,7.75,12.33333333,1.727272727,9.714285714,-1.5
North Dakota,24-Feb,-0.266666667,-1.384615385,3.333333333,2.857142857,-0.625,0.25
North Dakota,25-Feb,0.9375,-2.916666667,1.5,1.238095238,2.875,0.625
North Dakota,26-Feb,6.2,1,9,2.7,4.5,-0.75
North Dakota,27-Feb,3.647058824,0.153846154,6.666666667,2.25,3.625,-0.75
North Dakota,28-Feb,8.75,2.266666667,0.5,3.526315789,7.285714286,-0.625
North Dakota,29-Feb,16.73333333,11.91666667,10,3.545454545,8.714285714,-2.2
North Dakota,1-Mar,10.46153846,8.272727273,4.5,3.727272727,5.428571429,-0.75
North Dakota,2-Mar,7.928571429,4.230769231,3.666666667,4.1,3,-0.625
North Dakota,3-Mar,9.625,5.384615385,11.33333333,2.35,2.714285714,-0.25
North Dakota,4-Mar,8.666666667,2.076923077,4.666666667,3.05,7.142857143,-0.875
North Dakota,5-Mar,10.86666667,5.384615385,4.333333333,2.857142857,3,-0.625
North Dakota,6-Mar,10.4375,2.333333333,12.33333333,1.421052632,4.285714286,-0.25
North Dakota,7-Mar,13.93333333,11.16666667,25.33333333,1.181818182,7.428571429,-2
North Dakota,8-Mar,8,2.363636364,2,2.727272727,6.714285714,-0.75
North Dakota,9-Mar,4.6,3.923076923,6.666666667,2.9,3.571428571,-0.375
North Dakota,10-Mar,6.5625,8.25,4.333333333,1.857142857,6,0.125
North Dakota,11-Mar,6.4,11.69230769,12,3.45,10.71428571,-0.75
North Dakota,12-Mar,9.066666667,20.08333333,-0.666666667,1.238095238,1.875,0
North Dakota,13-Mar,3.125,19.61538462,0.666666667,-2.157894737,3,2.125
North Dakota,14-Mar,0.466666667,17.45454545,-6.25,-0.363636364,-7.375,2.2
North Dakota,15-Mar,-5.285714286,13.54545455,-8.25,-2.272727273,-7.875,3
North Dakota,16-Mar,-6.6,25,-19.75,-12.80952381,-7,6.125
North Dakota,17-Mar,-9.4375,20.58333333,-4.75,-13.66666667,-4.142857143,7.5
North Dakota,18-Mar,-17.8125,18.25,-16.5,-16.33333333,-10,9.75
North Dakota,19-Mar,-25.75,13.41666667,-31.8,-21.0952381,-15.75,13
North Dakota,20-Mar,-42.23529412,13.28571429,-22.8,-22.9,-23.85714286,16.71428571
North Dakota,21-Mar,-47.9375,2,-11,-21.66666667,-28.5,13.33333333
North Dakota,22-Mar,-43.42857143,-7.416666667,26,-22.33333333,-27.75,10
North Dakota,23-Mar,-36.3125,-4,4,-24.04761905,-23.71428571,13.25
North Dakota,24-Mar,-42.47058824,-6.769230769,-11.5,-27.31818182,-18,15.75
North Dakota,25-Mar,-40.47058824,-7.076923077,-10.5,-27.09090909,-22.25,16.125
North Dakota,26-Mar,-40.05882353,-4.692307692,-3,-27.23809524,-24,16.125
North Dakota,27-Mar,-38.94444444,-4.4,7,-28.47619048,-25.375,18.83333333
North Dakota,28-Mar,-42.70588235,-3.583333333,25.66666667,-22.75,-30.625,12.33333333
North Dakota,29-Mar,-37.21428571,-9.916666667,23.5,-21.54545455,-32.625,10.5
North Dakota,30-Mar,-37.5,-6.692307692,3.5,-28.42857143,-29.57142857,14.375
North Dakota,31-Mar,-40.9375,-10.07692308,-15,-30.86363636,-25.375,17.125
North Dakota,1-Apr,-42.75,-8.692307692,-16.5,-32.42857143,-31.625,19
North Dakota,2-Apr,-55.25,-18.92857143,-39.75,-37.04545455,-40.25,22.16666667
North Dakota,3-Apr,-46.75,-8.066666667,-35.6,-35.81818182,-35.75,23.83333333
North Dakota,4-Apr,-47.0625,-5.076923077,-27.75,-27.83333333,-38.25,15.33333333
North Dakota,5-Apr,-45.71428571,-13.33333333,-12.25,-27.16666667,-43,12
North Dakota,6-Apr,-39.28571429,-14.66666667,-20.33333333,-31.85714286,-35.28571429,16.5
North Dakota,7-Apr,-39.14285714,-11,-19.66666667,-34.95652174,-30.125,18.33333333
North Dakota,8-Apr,-40.28571429,-11.83333333,-26.25,-33.82608696,-31.375,18.85714286
North Dakota,9-Apr,-38.14285714,-8.5,-25.5,-36.59090909,-34.25,19
North Dakota,10-Apr,-38.125,-6,17.66666667,-45.52173913,-35.125,22.66666667
North Dakota,11-Apr,-46.375,-0.5,-19.75,-30.08333333,-42,14.66666667
North Dakota,12-Apr,-67.57142857,-60.33333333,-31,-39.75,-47,12.5
North Dakota,13-Apr,-43.42857143,-20.66666667,-32.25,-37.26086957,-39.85714286,19
North Dakota,14-Apr,-41.71428571,-15.16666667,-30.6,-33.60869565,-34.125,19.14285714
North Dakota,15-Apr,-31.57142857,-6.166666667,-18.75,-33.26086957,-28.625,17.75
North Dakota,16-Apr,-33.28571429,-9,-11.75,-32.77272727,-32.5,17.875
North Dakota,17-Apr,-34.625,-9.833333333,12.33333333,-31.81818182,-31.875,20.5
North Dakota,18-Apr,-40.125,-13.16666667,8.333333333,-25.16666667,-38.5,12.66666667
North Dakota,19-Apr,-35.57142857,-17.16666667,1.5,-25.83333333,-39.5,10
North Dakota,20-Apr,-32.85714286,-15,-15,-30.68181818,-34.85714286,16.125
North Dakota,21-Apr,-31.42857143,-10.66666667,-8,-32.86363636,-24.125,16.5
North Dakota,22-Apr,-30.14285714,-7.833333333,13.33333333,-31.22727273,-28.14285714,15.125
North Dakota,23-Apr,-31.14285714,-9.5,-11,-32,-28.875,16.625
North Dakota,24-Apr,-32.625,-9.5,9.5,-31.95454545,-32.28571429,18.83333333
North Dakota,25-Apr,-35.375,-6.333333333,13,-25.08333333,-32.375,10.33333333
North Dakota,26-Apr,-30.71428571,-9,23.5,-25.66666667,-38.85714286,7.5
North Dakota,27-Apr,-26,-10,5.5,-30.40909091,-30.85714286,14.25
North Dakota,28-Apr,-27.28571429,-7.5,-29.33333333,-32.04545455,-29.42857143,10.875
North Dakota,29-Apr,-23.71428571,-4.666666667,20.5,-30.22727273,-23.71428571,14.125
North Dakota,30-Apr,-22.14285714,-1,20.5,-30.95454545,-26.42857143,14.125
North Dakota,1-May,-20.28571429,-2,-13,-28.47619048,-24.42857143,15.57142857
North Dakota,2-May,-23.25,-1.666666667,28.5,-20,-24.875,6.666666667
North Dakota,3-May,-17,-6,10,-20.91666667,-32.28571429,5.333333333
North Dakota,4-May,-16.42857143,-5,-16.25,-27.13636364,-25.85714286,13.625
North Dakota,5-May,-14.42857143,0.833333333,-17.5,-28.40909091,-24.42857143,14.5
North Dakota,6-May,-14.14285714,2.333333333,26,-26.86363636,-21.85714286,12.125
North Dakota,7-May,-14.42857143,0.666666667,-7.666666667,-26.9047619,-25,13.25
North Dakota,8-May,-18,0.6,8.5,-27.57142857,-25.14285714,13.75
North Dakota,9-May,-22.625,5.333333333,-25,-20.08333333,-29.5,10.33333333
North Dakota,10-May,-7.714285714,4.25,-6,-15.54545455,-32,4.666666667
North Dakota,11-May,-14.42857143,-4,-4.5,-24.9047619,-22.71428571,11.625
North Dakota,12-May,-14.85714286,-1.8,-15.5,-27.77272727,-19.71428571,13.375
North Dakota,13-May,-12,0,-21.5,-26.27272727,-24.85714286,13.875
North Dakota,14-May,-9.222222222,1.8,-4.333333333,-25.28571429,-23.85714286,11.375
North Dakota,15-May,-11.33333333,-0.8,49,-25.95,-20.42857143,11.375
North Dakota,16-May,-15.33333333,1.8,58,-15.58333333,-26.85714286,4
North Dakota,17-May,-6.714285714,-0.5,72.5,-12.90909091,-23.85714286,0.666666667
North Dakota,18-May,-1.222222222,0.6,17,-25.52380952,-20.85714286,9.75
North Dakota,19-May,-3.1,6.8,20,-25.71428571,-14.71428571,10.125
North Dakota,20-May,-1.555555556,5.8,20,-26.04761905,-13.71428571,10.375
North Dakota,21-May,-0.111111111,9.4,40,-26.66666667,-17.28571429,9
North Dakota,22-May,-6,6,77,-28.9047619,-11.14285714,8.875
North Dakota,23-May,-15.22222222,1.8,71.5,-18.75,-20.57142857,1.6
North Dakota,24-May,-8.375,-2.25,43.5,-17.90909091,-29.42857143,2
North Dakota,25-May,-11,-9,69.5,-67.91304348,-30.71428571,16
North Dakota,26-May,-2.444444444,8.2,36.5,-24.61904762,-14,9.25
North Dakota,27-May,0.333333333,7.2,-43,-24.09090909,-13,8.125
North Dakota,28-May,-0.444444444,7.8,35.5,-23.61904762,-13.14285714,8.875
North Dakota,29-May,-6.666666667,2.4,77.5,-23.25,-8.285714286,7.875
North Dakota,30-May,-11.77777778,3.4,96.5,-8.416666667,-10.14285714,1.2
North Dakota,31-May,-1.5,1,73,-8.090909091,-11.28571429,-0.75
North Dakota,1-Jun,6.333333333,8.2,53,-20.52380952,-10,6
North Dakota,2-Jun,3.8,8.8,36,-22.04761905,-10,7.625
North Dakota,3-Jun,4.333333333,9.8,-39,-22.45454545,-9.571428571,7.125
North Dakota,4-Jun,2.333333333,7.8,60,-22.04761905,-13.57142857,6.625
North Dakota,5-Jun,-3.666666667,5,98.5,-25.25,-10.14285714,6.125
North Dakota,6-Jun,-11.44444444,-0.8,32.5,-10.75,-20.28571429,3.6
North Dakota,7-Jun,1.75,1.75,101,-9.818181818,-18.85714286,-0.333333333
North Dakota,8-Jun,3.111111111,2.6,43,-20.52380952,-12.71428571,7.375
North Dakota,9-Jun,3.666666667,4.4,0,-20.9047619,-13.42857143,8.875
North Dakota,10-Jun,2.454545455,8.2,-43,-20.76190476,-7,6.625
North Dakota,11-Jun,5.111111111,8.8,87.5,-21.04761905,-11,5.625
North Dakota,12-Jun,-3.6,4,96,-23.4,-8.142857143,5.5
North Dakota,13-Jun,-7.777777778,1.8,94,-8.083333333,-12.42857143,0.4
North Dakota,14-Jun,0.375,3.25,68,-8.909090909,-14.42857143,-2
North Dakota,15-Jun,5.888888889,3.8,67.5,-20.95238095,-7.714285714,5.5
North Dakota,16-Jun,4.090909091,8.4,44.5,-22.47619048,-7.428571429,7.25
North Dakota,17-Jun,4.090909091,9.8,-30,-21.52380952,-6.142857143,6.375
North Dakota,18-Jun,6.555555556,12.2,64.5,-22.23809524,-11,6
North Dakota,19-Jun,-1.444444444,6.4,113.5,-24.28571429,-4.714285714,4.125
North Dakota,20-Jun,-8.888888889,3.2,125.5,-10.08333333,-16.85714286,1
North Dakota,21-Jun,4.625,5.5,294,-6.818181818,-9.571428571,-5
North Dakota,22-Jun,4.333333333,3,71,-22.33333333,-8.857142857,5.125
North Dakota,23-Jun,4.545454545,8.2,81.5,-23.13636364,-6.571428571,5.5
North Dakota,24-Jun,4.909090909,10.2,-20,-20.57142857,-2.428571429,5.125
North Dakota,25-Jun,5.666666667,7.2,69.5,-21.61904762,-10.71428571,5.75
North Dakota,26-Jun,-0.666666667,8.8,112,-24.75,-1.142857143,4.5
North Dakota,27-Jun,-8.777777778,0.8,130,-11.58333333,-5.571428571,-0.8
North Dakota,28-Jun,2.25,0.75,216,-7.454545455,-4,-3.5
North Dakota,29-Jun,7.666666667,7.4,60,-22.28571429,-6.714285714,5.375
North Dakota,30-Jun,3.111111111,7.4,6,-24.52380952,-9.714285714,9.375
North Dakota,1-Jul,16,25,-34,-22.9047619,1,4.25
North Dakota,2-Jul,16,26.2,107,-29.0952381,-3,3.125
North Dakota,3-Jul,-2.1,12.8,161.5,-53.68181818,-15.57142857,10.33333333
North Dakota,4-Jul,-31.9,-15.2,309,-28.83333333,-28.42857143,-1.25
North Dakota,5-Jul,-12,-9.8,227,-16.81818182,-13,-6
North Dakota,6-Jul,5.222222222,5.4,83.5,-28.66666667,-5.428571429,6.125
North Dakota,7-Jul,1.909090909,5.6,63,-25.42857143,-4.714285714,6.375
North Dakota,8-Jul,4.545454545,9.8,-29,-23,-1,6.25
North Dakota,9-Jul,5.888888889,9.4,91,-23.47619048,-6.857142857,4.875
North Dakota,10-Jul,-4.7,4,98,-25.6,-3.428571429,6.25
North Dakota,11-Jul,-8.111111111,-1,117.5,-11,-6.857142857,0.2
North Dakota,12-Jul,1.75,0.5,283,-11.16666667,1.571428571,-4
North Dakota,13-Jul,4.222222222,4.8,63,-24.28571429,-5.142857143,5.75
North Dakota,14-Jul,1.4,7.8,73,-24.76190476,-5.714285714,6.375
North Dakota,15-Jul,4.545454545,10.6,-26,-23.61904762,-1.285714286,5
North Dakota,16-Jul,6.111111111,11,101,-24.76190476,-6.142857143,4.125
North Dakota,17-Jul,-7.3,-0.6,81.5,-27.05,-6,7.125
North Dakota,18-Jul,-9.333333333,2.6,102,-11.41666667,-7.857142857,0
North Dakota,19-Jul,2.125,1.25,260,-9.818181818,-2.714285714,-4
North Dakota,20-Jul,1.222222222,2.6,47,-24.04761905,-6.857142857,6.75
North Dakota,21-Jul,-1.8,5.4,66.5,-24.38095238,-3.714285714,6.625
North Dakota,22-Jul,2.545454545,9.4,-30,-22.95238095,-1.142857143,5.375
North Dakota,23-Jul,1.888888889,8.4,79,-23,-5.571428571,5.25
North Dakota,24-Jul,-5.5,2.4,88,-26.45,-5.857142857,6.125
North Dakota,25-Jul,-11.44444444,-3,113.5,-12.83333333,-10,1
